isbn,title,author,publisher,issue_year,price,category_id,thumbnail
9784152098931,デザイン思考が世界を変える : イノベーションを導く新しい考え方,"ティム・ブラウン 著
千葉敏生 訳",早川書房,2019,,3,
9784152099488,三体 2[上],劉慈欣 著,早川書房,2020,,9,
9784152099495,三体 2[下],劉慈欣 著,早川書房,2020,,9,
9784152099990,闇の自己啓発 = A Dark Self-Enlightenment Party,"江永泉, 木澤佐登志, ひでシス, 役所暁 著",早川書房,2021,,0,
9784152100207,三体 3[上],劉慈欣 著,早川書房,2021,,9,
9784152100214,三体 3[下],劉慈欣 著,早川書房,2021,,9,
9784152100306,会議を上手に終わらせるには : 対立の技法,"バスター・ベンソン 著
千葉敏生 訳",早川書房,2021,,3,
9784163554402,終りなき伝説 : ソニー大賀典雄の世界,有沢創司 著,文藝春秋,1999,,2,
9784163696805,エレクトラ : 中上健次の生涯,高山文彦 著,文藝春秋,2007,,9,
9784163725000,グーグル秘録 : 完全なる破壊,"ケン・オーレッタ 著
土方奈美 訳",文藝春秋,2010,,0,
9784163733500,選択の科学 : コロンビア大学ビジネススクール特別講義,"シーナ・アイエンガー 著
櫻井祐子 訳",文藝春秋,2010,,3,
9784163755007,2050年の世界 : 英『エコノミスト』誌は予測する,"英『エコノミスト』編集部 著
東江一紀, 峯村利哉 訳",文藝春秋,2012,,3,
9784163903897,サイロ・エフェクト : 高度専門化社会の罠,"ジリアン・テット 著
土方奈美 訳",文藝春秋,2016,,3,
9784163908847,VRは脳をどう変えるか? : 仮想現実の心理学,"ジェレミー・ベイレンソン 著
倉田幸信 訳",文藝春秋,2018,,0,
9784163912332,コーポレート・トランスフォーメーション = CORPORATE TRANSFORMATION : 日本の会社をつくり変える,冨山和彦 著,文藝春秋,2020,,3,
9784163913599,DXの思考法 : 日本経済復活への最強戦略,西山圭太 著,文藝春秋,2021,1500 ,3,
9784166603756,伊勢詣と江戸の旅 : 道中日記に見る旅の値段,金森敦子 著,文藝春秋,2004,,3,
9784166603961,中華料理四千年,譚[ロ]美 著,文藝春秋,2004,,3,
9784166604180,京のオバケ : 四季の暮しとまじないの文化,真矢都 著,文藝春秋,2004,,3,
9784166605422,牡蠣礼讃,畠山重篤 著,文藝春秋,2006,,6,
9784166605583,もし、日本が中国に勝っていたら,趙無眠 著富坂聰 訳,文藝春秋,2007,,3,
9784166606504,歴史のかげにグルメあり,黒岩比佐子 著,文藝春秋,2008,,2,
9784166607402,マイルスvsコルトレーン,中山康樹 著,文藝春秋,2010,,7,
9784166609185,ウイスキー粋人列伝,矢島裕紀彦 著,文藝春秋,2013,,2,
9784166609741,グローバリズムが世界を滅ぼす,"エマニュエル・トッド, ハジュン・チャン, 柴山桂太, 中野剛志, 藤井聡, 堀茂樹 著",文藝春秋,2014,,3,
9784166609895,つい話したくなる世界のなぞなぞ,のり・たまみ 著,文藝春秋,2014,,8,
9784166610112,あなたの隣のモンスター社員,石川弘子 著,文藝春秋,2015,,3,
9784166610822,フレンチの王道 : シェ・イノの流儀,"井上旭 著
神山典士 聞き手",文藝春秋,2016,,5,
9784166611232,発達障害,岩波明 著,文藝春秋,2017,,4,
9784167113056,羅生門・蜘蛛の糸・杜子春 : 外十八篇,芥川竜之介 著,文芸春秋,1997,,9,
9784167207014,岬,中上健次,文春文庫,1978,,9,
9784167209025,敗れざる者たち,沢木耕太郎,文藝春秋,1979,,9,
9784167257040,伝説のプラモ屋 : 田宮模型をつくった人々,田宮俊作 著,文藝春秋,2007,,8,
9784167910266,億男,川村元気 著,文藝春秋,2018,,9,
9784167914639,勉強の哲学 : 来たるべきバカのために,千葉雅也 著,文藝春秋,2020,,0,
9784195550281,胎児から : 「知」から「心」へ、21世紀への人づくり,井深大 著,徳間書店,1992,,3,
9784198641696,戦略を形にする思考術 : レゴシリアスプレイで組織はよみがえる,"ロバート・ラスムセン 著
蓮沼孝, 石原正雄 編著",徳間書店,2016,,3,
9784198942304,アキラとあきら,池井戸潤 著,徳間書店,2017,,9,
9784254680232,写真の百科事典,日本写真学会 編,朝倉書店,2014,,7,
9784255007861,ヒップな生活革命,佐久間裕美子 著,朝日出版社,2014,,3,
9784255010090,判断のデザイン,"チップ・キッド 著
坪野圭介 訳",朝日出版社,2017,,16,
9784255010113,知らない人に出会う,"キオ・スターク 著
向井和美 訳",朝日出版社,2017,,3,
9784255010496,先史学者プラトン : 紀元前一万年-五千年の神話と考古学,"メアリー・セットガスト 著
山本貴光, 吉川浩満 訳",朝日出版社,2018,,2,
9784255960296,文体練習,"レーモン・クノー 著
朝比奈弘治 訳",朝日出版社,1996,,7,
9784257033096,ソニーデザイン,朝日ソノラマ 編著,朝日ソノラマ,1993,,7,
9784260005456,MBAの医療・介護経営,"田中滋, 古川俊治 編",医学書院,2009,,4,
9784260036368,どもる体,伊藤亜紗 著,医学書院,2018,,4,
9784262168722,CDではじめるやさしい中国語会話入門,朝倉摩理子 著,池田書店,1998,,8,
9784270000700,ブルー・オーシャン戦略 : 競争のない世界を創造する,"W.チャン・キム, レネ・モボルニュ 著
有賀裕子 訳",ランダムハウス講談社,2005,,3,
9784270006450,原発に頼らない社会へ : こうすれば電力問題も温暖化も解決できる : What is your real choice?,田中優 著,武田ランダムハウスジャパン,2011,,5,
9784272350483,ケア宣言 : 相互依存の政治へ,"ケア・コレクティヴ 著
岡野八代, 冨岡薫, 武田宏子 訳・解説",大月書店,2021,,3,
9784272440641,数と音楽 : 美しさの源への旅,"坂口博樹 著
桜井進 数学監修",大月書店,2016,,7,
9784273023245,柿本人麻呂 : 人と作品,中西進 編,桜楓社,1989,,9,
9784274032191,図解DAT読本,"中島平太郎, 小高健太郎 共著",オーム社,1988,,5,
9784274066047,ITRONプログラミング入門 : H8マイコンとHOSで始める組み込み開発,濱原和明 著,オーム社,2005,,0,
9784274066726,マンガでわかる電気,"藤瀧和弘 著
マツダ 作画",オーム社,2006,,5,
9784274067679,入門git : The pragmatic programmers,"Travis Swicegood 著
でびあんぐる 監訳",オーム社,2009,,0,
9784274079597,わかりやすいJPEG2000の技術,"小野定康, 鈴木純司 共著",オーム社,2003,,0,
9784274205606,図解CD読本,"中島平太郎, 小川博司 共著",オーム社,2008,,5,
9784274214837,ユーザビリティエンジニアリング : ユーザエクスペリエンスのための調査、設計、評価手法,樽本徹也 著,オーム社,2014,,0,
9784274217012,やさしく学ぶ第一級・第二級アマチュア無線技士試験,吉村和昭 著,オーム社,2015,,5,
9784274220647,人工知能の創発 = Artificial Intelligence Emergent Properties : 知能の進化とシミュレーション,伊庭斉志 著,オーム社,2017,,0,
9784274221811,人工知能と社会 : 2025年の未来予想,"AIX 監修
栗原聡, 長井隆行, 小泉憲裕, 内海彰, 坂本真樹, 久野美和子 共著",オーム社,2018,,0,
9784274221965,ROSロボットプログラミングバイブル,"表允晳, 倉爪亮, 鄭黎蝹 共著",オーム社,2018,,5,
9784276350931,近代・現代フランス音楽入門 : サティのように聴いてみたい,磯田健一郎 著,音楽之友社,1991,,7,
9784278071092,小さい会社の総務・経理基本マニュアル : ビジュアル編集 : 超わかる!労務から会社経営のノウハウ,堀内則之 著,大泉書店,2002,,3,
9784286027869,知ると仕事が楽しくなる! : 幸福のための方程式解き方の誤解と正解,池上龍一 著,文芸社,2007,,1,
9784295003779,5G教科書 = 5G TEXTBOOK : LTE/IoTから5Gまで,"服部武, 藤岡雅宣 編著",インプレス,2018,,5,
9784295014928,新しい英語力の教室 : 同時通訳者が教える本当に使える英語術,田中慶子 著,インプレス,2022,,8,
9784295304418,片付けパパの最強メソッド　ドラッカーから読み解く片付けの本質,大村信夫,株式会社ICE,2020,,7,
9784295402190,パーパス・マネジメント = PURPOSE MANAGEMENT : 社員の幸せを大切にする経営,丹羽真理 [著],"クロスメディア・パブリッシング
インプレス",2018,,3,
9784295403951,「辞める人・ぶら下がる人・潰れる人」さて、どうする?,上村紀夫 [著],"クロスメディア・パブリッシング
インプレス",2020,,3,
9784295404439,オンライン・セミナーのうまいやりかた = How can you use online for your business?,高橋龍征 [著],"クロスメディア・パブリッシング
インプレス",2020,,0,
9784296000135,世界最速ビジネスモデル : 中国スタートアップ図鑑,"井上達彦, 鄭雅方 著","日経BP
日経BPマーケティング (発売)",2021,,3,
9784296000494,脳メンテナンス大全 : 最高のパフォーマンスを発揮させる方法,"クリステン・ウィルミア, サラ・トーランド 著
野中香方子 訳","日経BP
日経BPマーケティング (発売)",2022,,4,
9784296000548,永守流経営とお金の原則,永守重信 著,"日経BP
日経BPマーケティング (発売)",2022,,3,
9784296100262,スマートマテリアル総覧 自己修復材料編,"日経BP総研, 日経Xtech 編","日経BP社
日経BPマーケティング",2018,,5,
9784296100729,テクノロジー・ロードマップ2019-2028 全産業編 ①②,"出川通 監修
朝倉博史 企画・編集",日経BP社,2018,,3,
9784296100736,未来市場 2019-2028,湊充洋・片倉健・勝木健太,日経BP,2018,,3,
9784296101061,フラグメント化する世界 : GAFAの先へ,"鈴木裕人, 三ツ谷翔太 共著","日経BP社
日経BPマーケティング",2018,,3,
9784296101191,ゲームチェンジングテクノロジー = Game changing technology 2019,"生天目章, 井上孝司 監修
生天目章, 井上孝司, 村田和美, 高橋克彦 著",日経BP社,2018,,3,
9784296101924,ロハス工学 = LOHAS ENGINEERING,"日本大学工学部・ロハス工学編集委員会, 日経BP社 編集","日経BP社
日経BPマーケティング",2019,,5,
9784296102990,つづくをつくる : ロングライフデザインの秘密,"ナガオカケンメイ 著
西山薫, 日経デザイン 編","日経BP
日経BPマーケティング",2019,,1,
9784296103218,消費トレンド総覧2030 = Consumer trends 2030,"D4DR Future Perspective Research Center 著
日経クロストレンド 編",日経BP社,2019,,6,
9784296103300,プロティアン = PROTEAN : 70歳まで第一線で働き続ける最強のキャリア資本術,田中研之輔 著,"日経BP
日経BPマーケティング",2019,,3,
9784296103652,「ミライの兆し」の見つけ方,御立尚資 著,"日経BP
日経BPマーケティング",2019,,4,
9784296103935,"突き抜けるデザインマネジメント = ""Break through""DESIGN MANAGEMENT","田子學, 田子裕子 共著","日経BP
日経BPマーケティング",2019,,3,
9784296104239,人工知能の未来2020-2024①②,目黒文子　著　園田展人　監,日経BP,2019,,4,
9784296104338,デジタルヘルス未来戦略,日経デジタルヘルス 編集,日経BP,2019,,4,
9784296104369,テクノロジー・ロードマップ2020-2029 全産業編 1,"出川通 監修
朝倉博史 企画・編集",日経BP,2019,,3,
9784296104666,エンターテインメント・ビジネスの未来 2020-2029,北谷賢司　著,日経BP,2019,,6,
9784296104734,メガトレンド [ICT融合新産業編] 2020-2029　①②,川口盛之助,日経BP,2019,,6,
9784296105335,新しい子育て : 気鋭のリーダー10人に学ぶ,宮本恵理子 著,"日経BP
日経BPマーケティング",2020,,3,
9784296105618,アフターソーシャルメディア = AFTER SOCIAL MEDIA : 多すぎる情報といかに付き合うか,"法政大学大学院メディア環境設計研究所 編
久保田麻美, 白井瞭, 土橋臣吾, 野々山正章, 藤代裕之, 保髙隆之, 吉川昌孝, 渡辺洋子 著","日経BP
日経BPマーケティング",2020,,0,
9784296106233,次世代技術インパクト101　市場を激変させる有望技術調査　事業領域・使い方・理由　全768回答,日経クロステック　編,日経BP,2020,,5,
9784296106721,ワークマンは商品を変えずに売り方を変えただけでなぜ2倍売れたのか,酒井大輔 著,"日経BP
日経BPマーケティング",2020,,6,
9784296106752,実践版!グリーンインフラ = GREEN INFRASTRUCTURE,"グリーンインフラ研究会, 三菱UFJリサーチ&コンサルティング, 日経コンストラクション 編","日経BP
日経BPマーケティング",2020,,5,
9784296107353,テクノロジー・ロードマップ <全産業編> 2021-2030 ①②,出川通・廣瀬通孝　他多数,日経BP,2020,,6,
9784296108336,昼スナックママが教える45歳からの「やりたくないこと」をやめる勇気,木下紫乃 著,"日経BP
日経BPマーケティング",2020,,1,
9784296108473,次世代AI戦略２０２５,大植択真・遠藤太一郎,日経BP,2021,,5,
9784296109715,谷尻誠の建築的思考法,"森清, 松浦隆幸 著
日経アーキテクチュア 編","日経BP
日経BPマーケティング (発売)",2021,2000 ,5,
9784297100353,OSSライセンスの教科書 : ソフトウェア開発の現場で求められる適切な利用方法,"上田理 著
岩井久美子 監修",技術評論社,2018,,0,
9784297113513,オブジェクト指向UIデザイン : 使いやすいソフトウェアの原理,"ソシオメディア株式会社, 上野学, 藤井幸多 著
上野学 監修",技術評論社,2020,,0,
9784297122133,無駄なマシーンを発明しよう! : 独創性を育むはじめてのエンジニアリング,"藤原麻里菜 著
登尾徳誠 監修",技術評論社,2021,,5,
9784299001122,スマホを落としただけなのに戦慄するメガロポリス,志駕晃 著,宝島社,2020,,9,
9784303734329,マスタリング・データマイニング : 事例編 : CRMのアートとサイエンス,"マイケルJ.A.ベリー, ゴードン・リノフ 著
江原淳 [ほか]共訳",海文堂,2002,,6,
9784305703224,江戸の子どもの本 : 赤本と寺子屋の世界,叢の会 編,笠間書院,2006,,9,
9784306041134,人間の空間　デザインの行動的研究,ロバート・ソマー著,鹿島出版会,1972,,3,
9784306045262,こどものあそび環境,仙田満 著,鹿島出版会,2009,,6,
9784306046184,日本の回廊、西洋の回廊 : 美と祈りの空間,峰岸隆 著,鹿島出版会,2015,,5,
9784306046306,人口減少時代の住宅政策 : 戦後70年の論点から展望する,"山口幹幸, 川崎直宏 編",鹿島出版会,2015,,3,
9784306051263,かいわい　日本の都市空間　,材野博司,鹿島出版会,1978,,5,
9784306051843,建築家なしの建築,"B.ルドフスキー 著
渡辺武信 訳",鹿島出版会,1984,,10,
9784306060166,口紅から機関車まで : インダストリアル・デザイナーの個人的記録,"レイモンド・ローウイ 著
藤山愛一郎 訳",鹿島出版会,1981,,5,
9784306072909,感応する環境 : デザイナーのための都市デザインマニュアル,"I.ベントレイ, A.アルコック, P.ミューラン, S.マッグリン, G.スミス 著
佐藤圭二 訳",鹿島出版会,2011,,5,
9784306073098,新しい遊び場,"アービッド・ベンソン [著]
大村虔一, 大村璋子 訳",鹿島出版会,2015,,6,
9784309020006,「働きたくない」というあなたへ,山田ズーニー 著,河出書房新社,2010,,3,
9784309027449,ゆるく考える,東浩紀 著,河出書房新社,2019,,9,
9784309207209,ぼくは原始人になった,"マット・グレアム, ジョシュ・ヤング 著
宇丹貴代実 訳",河出書房新社,2016,,7,
9784309207353,AM/PM,"アメリア・グレイ 著
松田青子 訳",河出書房新社,2017,,6,
9784309248318,資本主義はどう終わるのか,"ヴォルフガング・シュトレーク 著
村澤真保呂, 信友建志 訳",河出書房新社,2017,,3,
978430925352,あなたの体は9割が細菌　微生物の生態系が崩れ始めた,アランナ・コリン　,河出書房新社,2016,,4,
9784309254395,菌類が世界を救う : キノコ・カビ・酵母たちの驚異の能力,"マーリン・シェルドレイク 著
鍛原多惠子 訳",河出書房新社,2022,,4,
9784309271729,ボビー・フィッシャーのチェス入門,"ボビー・フィッシャー 著
東公平 訳",河出書房新社,2010,,8,
9784309272795,音楽が降りてくる,湯浅学 著,河出書房新社,2011,,7,
9784309275475,むしのほん,"エドワード・ゴーリー 著
柴田元幸 訳",河出書房新社,2014,,1,
9784309276182,音楽と建築,"ヤニス・クセナキス 著
高橋悠治 編訳",河出書房新社,2017,,14,
9784309276632,本当の自分とつながる瞑想入門,山下良道 著,河出書房新社,2015,,1,
9784309279169,ムナーリの機械,"ブルーノ・ムナーリ 著
中山エツコ 訳",河出書房新社,2018,,7,
9784309290607,"うるさく,しずかに,ひそひそと : 音がきこえてくる絵本","ロマナ・ロマニーシン, アンドリー・レシヴ 著
広松由希子 訳",河出書房新社,2019,2000 ,14,
9784309290935,わたしの身体はままならない : 〈障害者のリアルに迫るゼミ〉特別講義,石田祐貴 [ほか] 著,河出書房新社,2020,,9,
9784309291826,まなざしの革命 : 世界の見方は変えられる,ハナムラチカヒロ 著,河出書房新社,2022,,3,
9784309403502,千年の愉楽,中上健次 著,河出書房新社,1992,,9,
9784309411439,おとなの進路教室。,山田ズーニー 著,河出書房新社,2012,,1,
9784309413372,奇蹟,中上健次 著,河出書房新社,2014,,9,
9784309413396,枯木灘,中上健次 著,河出書房新社,2015,,9,
9784309413402,十九歳の地図,中上健次 著,河出書房新社,2015,,9,
9784309415642,HOSONO百景 : いつか夢に見た音の旅,"細野晴臣 著
中矢俊一郎 編",河出書房新社,2017,,7,
9784309417653,ヨコハマメリー : 白塗りの老娼はどこへいったのか,中村高寛 著,河出書房新社,2020,,3,
9784309464060,メディアはマッサージである : 影響の目録,"M・マクルーハン, Q・フィオーレ 著
門林岳史 訳
加藤賢策 デザイン監修",河出書房新社,2015,,3,
9784309464657,孤独の科学 : 人はなぜ寂しくなるのか,"ジョン・T・カシオポ, ウィリアム・パトリック 著
柴田裕之 訳",河出書房新社,2018,,1,
9784309464688,オックスフォード&ケンブリッジ大学さらに世界一「考えさせられる」入試問題 : まだ、あなたは自分が利口だと思いますか?,"ジョン・ファーンドン 著
小田島恒志, 小田島則子 訳",河出書房新社,2018,,3,
9784309503356,血みどろの西洋史狂気の一〇〇〇年 : 魔女狩り、拷問、ペスト、異常性愛…中世ヨーロッパの「闇の時代」の真相に迫る!,池上英洋 著,河出書房新社,2007,,2,
9784309624327,知覚の正体 : どこまでが知覚でどこからが創造か,古賀一男 著,河出書房新社,2011,,16,
9784309625034,社会にとって趣味とは何か : 文化社会学の方法規準,"北田暁大, 解体研 編著",河出書房新社,2017,,3,
9784314009249,ユーザーイリュージョン : 意識という幻想,"トール・ノーレットランダーシュ 著
柴田裕之 訳",紀伊國屋書店,2002,,1,
9784314009973,「モード性格」論 : 心理学のかしこい使い方,"サトウタツヤ, 渡邊芳之 著",紀伊國屋書店,2005,,1,
9784314011648,人体はこうしてつくられる : ひとつの細胞から始まったわたしたち,"ジェイミー・A.デイヴィス [著]
橘明美 訳",紀伊國屋書店,2018,,15,
9784315523706,「皮肉」と「嫌み」の心理学,"ロジャー・クルーズ 著
小泉有紀子 監訳
風早柊佐 訳
ラパン 翻訳,編集協力",ニュートンプレス,2021,,8,
9784320010787,線形代数 : 明解演習,小寺平治 著,共立出版,1982,,4,
9784320025394,3次元CADの基礎と応用,"鳥谷浩志, 千代倉弘明 編著",共立出版,1991,,4,
9784320026632,グラフィックスの数理,杉原厚吉 著,共立出版,1995,,4,
9784320026926,プログラミング言語C : ANSI規格準拠,"B.W.カーニハン, D.M.リッチー 著
石田晴久 訳",共立出版,1994,,4,
9784320027480,Cアンサー・ブック : プログラミング言語,"クロビス・L.トンド, スコット・E.ギンペル 著
矢吹道郎 訳",共立出版,1995,,4,
9784320080584,ロボティクス : 機構・力学・制御,"John J.Craig 著
三浦宏文, 下山勲 訳",共立出版,1991,,5,
9784320097322,CMMによるプロセス改善入門,"Joseph Raynus 著
富野壽 監訳","構造計画研究所
共立出版",2001,,0,
9784322132489,デジタル革命時代における保険会社経営,ボストンコンサルティンググループ保険グループ 著,"金融財政事情研究会
きんざい",2018,,3,
9784324075838,個人情報保護法の解説,"園部逸夫 編
藤原靜雄, 個人情報保護法制研究会 著",ぎょうせい,2005,,3,
9784326000449,ビッグデータ・リトルデータ・ノーデータ : 研究データと知識インフラ,"クリスティン L.ボーグマン 著
佐藤義則, 小山憲司 訳",勁草書房,2017,,0,
9784326101856,瀬名秀明ロボット学論集,瀬名秀明 著,勁草書房,2008,,5,
9784326102778,〈現在〉という謎 : 時間の空間化批判,森田邦久 編著,勁草書房,2019,,1,
9784326154340,ぼくらが原子の集まりなら、なぜ痛みや悲しみを感じるのだろう : 意識のハード・プロブレムに挑む,鈴木貴之 著,勁草書房,2015,,16,
9784326154395,はらわたが煮えくりかえる : 情動の身体知覚説,"ジェシー・プリンツ 著
源河亨 訳",勁草書房,2016,,4,
9784326154463,いかにして思考するべきか? : 言葉と確率の思想史,船木亨 著,勁草書房,2017,,1,
9784326154517,系統体系学の世界 : 生物学の哲学とたどった道のり,三中信宏 著,勁草書房,2018,,4,
9784326154647,意識の神秘を暴く : 脳と心の生命史,"トッド・E・ファインバーグ, ジョン・M・マラット 著
鈴木大地 訳",勁草書房,2020,,1,
9784326154715,哲学から〈てつがく〉へ! : 対話する子どもたちとともに,森田伸子 著,勁草書房,2021,,7,
9784326199594,行為と合理性,"ジョン・R.サール 著
塩野直之 訳",勁草書房,2008,,1,
9784326199679,ニーズ・価値・真理 : ウィギンズ倫理学論文集,"デイヴィッド・ウィギンズ 著
大庭健, 奥田太郎 編・監訳",勁草書房,2014,,1,
9784326299041,民主主義を学習する : 教育・生涯学習・シティズンシップ,"ガート・ビースタ 著
上野正道, 藤井佳世, 中村(新井)清二 訳",勁草書房,2014,,3,
9784326302581,アジェンダ・選択肢・公共政策 : 政策はどのように決まるのか,"ジョン・キングダン 著
笠京子 訳",勁草書房,2017,,3,
9784326302697,シビックテック = CIVICTECH : ICTを使って地域課題を自分たちで解決する,"稲継裕昭 編著
鈴木まなみ, 福島健一郎, 小俣博司, 藤井靖史 著",勁草書房,2018,,3,
9784326403479,知財の正義,"ロバート・P・マージェス 著
山根崇邦, 前田健, 泉卓也 訳",勁草書房,2017,,5,
9784326550739,フューチャー・デザイン = FUTURE DESIGN : 七世代先を見据えた社会,西條辰義 編著,勁草書房,2015,,5,
9784326550760,ミクロ動機とマクロ行動,"トーマス・シェリング 著
村井章子 訳",勁草書房,2016,,3,
9784326550777,選択しないという選択 : ビッグデータで変わる「自由」のかたち,"キャス・サンスティーン 著
伊達尚美 訳",勁草書房,2017,,3,
9784326550821,モバイルメディア時代の働き方 : 拡散するオフィス、集うノマドワーカー,松下慶太 著,勁草書房,2019,,3,
9784326603183,文化的進化論 : 人びとの価値観と行動が世界をつくりかえる,"ロナルド・イングルハート 著
山﨑聖子 訳",勁草書房,2019,,3,
9784326698639,ネットワーク・ミュージッキング : 「参照の時代」の音楽文化,井手口彰典 著,勁草書房,2009,,7,
9784326700738,TPPと医療の産業化,二木立 著,勁草書房,2012,,4,
9784326851263,映画にとって音とはなにか,"ミシェル・シオン 著
川竹英克, ジョジアーヌ・ピノン 訳",勁草書房,1993,,14,
9784327430788,インド英語のリスニング = Indian English Listening Practice,榎木薗鉄也 著,研究社,2012,,9,
9784329004437,リュック・フェラーリとほとんど何もない : インタヴュー&リュック・フェラーリのテクストと想像上の自伝,"ジャクリーヌ・コー 著
椎名亮輔 訳",現代思潮新社,2006,,7,
9784331518724,マネーと国家と僕らの未来,"茂木健一郎, 堀江貴文, 金杉肇 著",廣済堂出版,2014,,3,
9784331519905,人類を超えるAIは日本から生まれる,松田卓也 著,廣済堂出版,2016,,0,
9784334031022,本格焼酎を愉しむ,田崎真也 著,光文社,2001,,5,
9784334031183,グローバル・メディア産業の未来図 : 米マスコミの現場から,小林雅一 著,光文社,2001,,0,
9784334031251,わたし琵琶湖の漁師です,戸田直弘 著,光文社,2002,,6,
9784334031435,ビール職人、美味いビールを語る,"山田一巳, 古瀬和谷 著",光文社,2002,,5,
9784334031497,非対称情報の経済学 : スティグリッツと新しい経済学,藪下史郎 著,光文社,2002,,3,
9784334031688,エル・ブリ想像もつかない味,山本益博 著,光文社,2002,,5,
9784334031701,仕事で「一皮むける」 : 関経連「一皮むけた経験」に学ぶ,金井壽宏 著,光文社,2002,,1,
９７８４３３４０３２１１１,蕎麦屋の系図,岩崎信也 著,光文社,2003,,6,
9784334032197,漆芸-日本が捨てた宝物,更谷富造 著,光文社,2003,,7,
9784334032319,江戸前「握り」 : 東京・世田谷「あら輝」のつけ場,"荒木水都弘, 浅妻千映子 著",光文社,2004,,6,
9784334032364,蕎麦屋酒 : ああ、「江戸前」の幸せ,古川修 著,光文社,2004,,5,
9784334032555,リフォームを真剣に考える : 失敗しない業者選びとプランニング,鈴木隆 著,光文社,2004,,5,
9784334032685,京都料亭の味わい方,村田吉弘 著,光文社,2004,,6,
9784334032890,「間取り」で楽しむ住宅読本,内田青蔵 著,光文社,2005,,5,
9784334033026,強いだけじゃ勝てない : 関東学院大学・春口廣,松瀬学 著,光文社,2005,,7,
9784334033415,99.9%は仮説 : 思いこみで判断しないための考え方,竹内薫 著,光文社,2006,,4,
9784334033453,指導力 : 清宮克幸・春口廣対論,"清宮克幸, 春口廣 [述]
松瀬学 著",光文社,2006,,7,
9784334033514,神社の系譜 : なぜそこにあるのか,宮元健次 著,光文社,2006,,1,
9784334033637,食べる、飲む、聞く沖縄美味の島,吉村喜彦 著,光文社,2006,,3,
9784334033682,韓国の美味しい町,鄭銀淑 著,光文社,2006,,5,
9784334033798,スクラム : 駆け引きと勝負の謎を解く,松瀬学 著,光文社,2006,,7,
9784334033934,ものづくり経営学 : 製造業を超える生産思想,"藤本隆宏, 東京大学21世紀COEものづくり経営研究センター 著",光文社,2007,,5,
9784334034085,江戸っ子はなぜ蕎麦なのか?,岩崎信也 著,光文社,2007,,3,
9784334034580,色の新しい捉え方 : 現場で「使える」色彩論,南雲治嘉 著,光文社,2008,,7,
9784334035679,リーダーは自然体 : 無理せず、飾らず、ありのまま,"増田弥生, 金井壽宏 著",光文社,2010,,3,
9784334036881,孫正義危機克服の極意 : ソフトバンクアカデミア特別講義,"孫正義 [述]
新書編集部 編",光文社,2012,,0,
9784334037901,日本の居酒屋文化 : 赤提灯の魅力を探る,マイク・モラスキー 著,光文社,2014,,6,
9784334037925,プロ野球の名脇役,二宮清純 著,光文社,2014,,7,
9784334038342,やきとりと日本人 : 屋台から星付きまで,土田美登世 著,光文社,2014,,6,
9784334038458,スマホに満足してますか? : ユーザインタフェースの心理学,増井俊之 著,光文社,2015,,5,
9784334038540,目の見えない人は世界をどう見ているのか,伊藤亜紗 著,光文社,2015,,3,
9784334038656,一生に一度は行きたい世界の旅先ベスト25 : オールカラー版,多賀秀行 著,光文社,2015,,2,
9784334039141,会社の中はジレンマだらけ : 現場マネジャー「決断」のトレーニング,"本間浩輔, 中原淳 著",光文社,2016,,3,
9784334039752,おひとり京都の晩ごはん : 地元民が愛する本当に旨い店50,柏井壽 著,光文社,2017,,6,
9784334039929,「夜遊び」の経済学 : 世界が注目する「ナイトタイムエコノミー」,木曽崇 著,光文社,2017,,6,
9784334039943,アート×テクノロジーの時代 : 社会を変革するクリエイティブ・ビジネス,宮津大輔 著,光文社,2017,,7,
9784334043094,ねじ曲げられた「イタリア料理」,ファブリツィオ・グラッセッリ 著,光文社,2017,,5,
9784334043995,日本のものづくりを支えたファナックとインテルの戦略 : 「工作機械産業」50年の革新史,柴田友厚 著,光文社,2019,,5,
9784334044114,「食べること」の進化史 : 培養肉・昆虫食・3Dフードプリンタ,石川伸一 著,光文社,2019,,3,
9784334051587,「No」と言える日本 : 新日米関係の方策,"盛田昭夫, 石原慎太郎 共著",光文社,1989,,3,
9784334962142,子どもは40000回質問する : あなたの人生を創る「好奇心」の驚くべき力,"イアン・レズリー 著
須川綾子 訳",光文社,2016,,1,
9784334962166,誰もが嘘をついている : ビッグデータ分析が暴く人間のヤバい本性,"セス・スティーヴンズ=ダヴィドウィッツ 著
酒井泰介 訳",光文社,2018,,0,
9784334971304,"自分発掘 : ""人材""はあなたの中にいる! トップ経営者から、部・課長へのメッセージ",大塚英樹 著,光文社,1996,,3,
9784335311598,商法 2(会社法),伊藤真 著,弘文堂,1999,,3,
9784335311659,債権総論,伊藤真 著,弘文堂,1999,,3,
9784335311666,債権各論,伊藤真 著,弘文堂,1999,,3,
9784335358692,解説改正公益通報者保護法,"山本隆司, 水町勇一郎, 中野真, 竹村知己 著",弘文堂,2021,,3,
9784335450303,コンピテンシー面接マニュアル,"川上真史, 齋藤亮三 著",弘文堂,2006,,3,
9784335551734,われら勝ち得し世界 : セクシュアリティの歴史と親密性の倫理,"ジェフリー・ウィークス 著
赤川学 監訳",弘文堂,2015,,3,
9784336054029,モホイ=ナジ : 視覚の実験室,"モホイ=ナジ [作]
井口壽乃 監修",国書刊行会,2011,,13,
